,group1,group2,signf
1579,p38_gpcc-octree-predlift_r06,p38_vpcc_r00,1.0
1580,p38_gpcc-octree-predlift_r06,p38_vpcc_r01,1.0
1581,p38_gpcc-octree-predlift_r06,p38_vpcc_r02,1.0
1582,p38_gpcc-octree-predlift_r06,p38_vpcc_r03,1.0
1583,p38_gpcc-octree-predlift_r06,p38_vpcc_r04,1.0
1584,p38_gpcc-octree-predlift_r06,p38_vpcc_r05,0.0
1585,p38_gpcc-octree-raht_r02,p38_gpcc-octree-raht_r03,-1.0
1586,p38_gpcc-octree-raht_r02,p38_gpcc-octree-raht_r04,-1.0
1587,p38_gpcc-octree-raht_r02,p38_gpcc-octree-raht_r05,-1.0
1588,p38_gpcc-octree-raht_r02,p38_gpcc-octree-raht_r06,-1.0
1589,p38_gpcc-octree-raht_r02,p38_vpcc_r00,-1.0
1590,p38_gpcc-octree-raht_r02,p38_vpcc_r01,-1.0
1591,p38_gpcc-octree-raht_r02,p38_vpcc_r02,-1.0
1592,p38_gpcc-octree-raht_r02,p38_vpcc_r03,-1.0
1593,p38_gpcc-octree-raht_r02,p38_vpcc_r04,-1.0
1594,p38_gpcc-octree-raht_r02,p38_vpcc_r05,-1.0
1595,p38_gpcc-octree-raht_r03,p38_gpcc-octree-raht_r04,-1.0
1596,p38_gpcc-octree-raht_r03,p38_gpcc-octree-raht_r05,-1.0
1597,p38_gpcc-octree-raht_r03,p38_gpcc-octree-raht_r06,-1.0
1598,p38_gpcc-octree-raht_r03,p38_vpcc_r00,0.0
1599,p38_gpcc-octree-raht_r03,p38_vpcc_r01,0.0
1600,p38_gpcc-octree-raht_r03,p38_vpcc_r02,-1.0
1601,p38_gpcc-octree-raht_r03,p38_vpcc_r03,-1.0
1602,p38_gpcc-octree-raht_r03,p38_vpcc_r04,-1.0
1603,p38_gpcc-octree-raht_r03,p38_vpcc_r05,-1.0
1604,p38_gpcc-octree-raht_r04,p38_gpcc-octree-raht_r05,0.0
1605,p38_gpcc-octree-raht_r04,p38_gpcc-octree-raht_r06,-1.0
1606,p38_gpcc-octree-raht_r04,p38_vpcc_r00,1.0
1607,p38_gpcc-octree-raht_r04,p38_vpcc_r01,1.0
1608,p38_gpcc-octree-raht_r04,p38_vpcc_r02,0.0
1609,p38_gpcc-octree-raht_r04,p38_vpcc_r03,0.0
1610,p38_gpcc-octree-raht_r04,p38_vpcc_r04,0.0
1611,p38_gpcc-octree-raht_r04,p38_vpcc_r05,0.0
1612,p38_gpcc-octree-raht_r05,p38_gpcc-octree-raht_r06,0.0
1613,p38_gpcc-octree-raht_r05,p38_vpcc_r00,1.0
1614,p38_gpcc-octree-raht_r05,p38_vpcc_r01,1.0
1615,p38_gpcc-octree-raht_r05,p38_vpcc_r02,1.0
1616,p38_gpcc-octree-raht_r05,p38_vpcc_r03,0.0
1617,p38_gpcc-octree-raht_r05,p38_vpcc_r04,0.0
1618,p38_gpcc-octree-raht_r05,p38_vpcc_r05,0.0
1619,p38_gpcc-octree-raht_r06,p38_vpcc_r00,1.0
1620,p38_gpcc-octree-raht_r06,p38_vpcc_r01,1.0
1621,p38_gpcc-octree-raht_r06,p38_vpcc_r02,1.0
1622,p38_gpcc-octree-raht_r06,p38_vpcc_r03,1.0
1623,p38_gpcc-octree-raht_r06,p38_vpcc_r04,0.0
1624,p38_gpcc-octree-raht_r06,p38_vpcc_r05,0.0
1625,p38_vpcc_r00,p38_vpcc_r01,0.0
1626,p38_vpcc_r00,p38_vpcc_r02,-1.0
1627,p38_vpcc_r00,p38_vpcc_r03,-1.0
1628,p38_vpcc_r00,p38_vpcc_r04,-1.0
1629,p38_vpcc_r00,p38_vpcc_r05,-1.0
1630,p38_vpcc_r01,p38_vpcc_r02,-1.0
1631,p38_vpcc_r01,p38_vpcc_r03,-1.0
1632,p38_vpcc_r01,p38_vpcc_r04,-1.0
1633,p38_vpcc_r01,p38_vpcc_r05,-1.0
1634,p38_vpcc_r02,p38_vpcc_r03,0.0
1635,p38_vpcc_r02,p38_vpcc_r04,0.0
1636,p38_vpcc_r02,p38_vpcc_r05,-1.0
1637,p38_vpcc_r03,p38_vpcc_r04,0.0
1638,p38_vpcc_r03,p38_vpcc_r05,0.0
1639,p38_vpcc_r04,p38_vpcc_r05,0.0
1640,p47_geocnn_r01,p47_geocnn_r02,0.0
1641,p47_geocnn_r01,p47_geocnn_r03,0.0
1642,p47_geocnn_r01,p47_geocnn_r04,-1.0
1643,p47_geocnn_r01,p47_gpcc-octree-predlift_r02,1.0
1644,p47_geocnn_r01,p47_gpcc-octree-predlift_r03,1.0
1645,p47_geocnn_r01,p47_gpcc-octree-predlift_r04,0.0
1646,p47_geocnn_r01,p47_gpcc-octree-predlift_r05,0.0
1647,p47_geocnn_r01,p47_gpcc-octree-predlift_r06,-1.0
1648,p47_geocnn_r01,p47_gpcc-octree-raht_r02,1.0
1649,p47_geocnn_r01,p47_gpcc-octree-raht_r03,1.0
1650,p47_geocnn_r01,p47_gpcc-octree-raht_r04,1.0
1651,p47_geocnn_r01,p47_gpcc-octree-raht_r05,0.0
1652,p47_geocnn_r01,p47_gpcc-octree-raht_r06,-1.0
1653,p47_geocnn_r01,p47_vpcc_r00,1.0
1654,p47_geocnn_r01,p47_vpcc_r01,1.0
1655,p47_geocnn_r01,p47_vpcc_r02,1.0
1656,p47_geocnn_r01,p47_vpcc_r03,0.0
1657,p47_geocnn_r01,p47_vpcc_r04,0.0
1658,p47_geocnn_r01,p47_vpcc_r05,-1.0
1659,p47_geocnn_r02,p47_geocnn_r03,0.0
1660,p47_geocnn_r02,p47_geocnn_r04,0.0
1661,p47_geocnn_r02,p47_gpcc-octree-predlift_r02,1.0
1662,p47_geocnn_r02,p47_gpcc-octree-predlift_r03,1.0
1663,p47_geocnn_r02,p47_gpcc-octree-predlift_r04,0.0
1664,p47_geocnn_r02,p47_gpcc-octree-predlift_r05,0.0
1665,p47_geocnn_r02,p47_gpcc-octree-predlift_r06,0.0
1666,p47_geocnn_r02,p47_gpcc-octree-raht_r02,1.0
1667,p47_geocnn_r02,p47_gpcc-octree-raht_r03,1.0
1668,p47_geocnn_r02,p47_gpcc-octree-raht_r04,1.0
1669,p47_geocnn_r02,p47_gpcc-octree-raht_r05,0.0
1670,p47_geocnn_r02,p47_gpcc-octree-raht_r06,0.0
1671,p47_geocnn_r02,p47_vpcc_r00,1.0
1672,p47_geocnn_r02,p47_vpcc_r01,1.0
1673,p47_geocnn_r02,p47_vpcc_r02,1.0
1674,p47_geocnn_r02,p47_vpcc_r03,1.0
1675,p47_geocnn_r02,p47_vpcc_r04,0.0
1676,p47_geocnn_r02,p47_vpcc_r05,0.0
1677,p47_geocnn_r03,p47_geocnn_r04,0.0
1678,p47_geocnn_r03,p47_gpcc-octree-predlift_r02,1.0
1679,p47_geocnn_r03,p47_gpcc-octree-predlift_r03,1.0
1680,p47_geocnn_r03,p47_gpcc-octree-predlift_r04,0.0
1681,p47_geocnn_r03,p47_gpcc-octree-predlift_r05,0.0
1682,p47_geocnn_r03,p47_gpcc-octree-predlift_r06,0.0
1683,p47_geocnn_r03,p47_gpcc-octree-raht_r02,1.0
1684,p47_geocnn_r03,p47_gpcc-octree-raht_r03,1.0
1685,p47_geocnn_r03,p47_gpcc-octree-raht_r04,1.0
1686,p47_geocnn_r03,p47_gpcc-octree-raht_r05,0.0
1687,p47_geocnn_r03,p47_gpcc-octree-raht_r06,0.0
1688,p47_geocnn_r03,p47_vpcc_r00,1.0
1689,p47_geocnn_r03,p47_vpcc_r01,1.0
1690,p47_geocnn_r03,p47_vpcc_r02,1.0
1691,p47_geocnn_r03,p47_vpcc_r03,0.0
1692,p47_geocnn_r03,p47_vpcc_r04,0.0
1693,p47_geocnn_r03,p47_vpcc_r05,0.0
1694,p47_geocnn_r04,p47_gpcc-octree-predlift_r02,1.0
1695,p47_geocnn_r04,p47_gpcc-octree-predlift_r03,1.0
1696,p47_geocnn_r04,p47_gpcc-octree-predlift_r04,1.0
1697,p47_geocnn_r04,p47_gpcc-octree-predlift_r05,0.0
1698,p47_geocnn_r04,p47_gpcc-octree-predlift_r06,0.0
1699,p47_geocnn_r04,p47_gpcc-octree-raht_r02,1.0
1700,p47_geocnn_r04,p47_gpcc-octree-raht_r03,1.0
1701,p47_geocnn_r04,p47_gpcc-octree-raht_r04,1.0
1702,p47_geocnn_r04,p47_gpcc-octree-raht_r05,0.0
1703,p47_geocnn_r04,p47_gpcc-octree-raht_r06,0.0
1704,p47_geocnn_r04,p47_vpcc_r00,1.0
1705,p47_geocnn_r04,p47_vpcc_r01,1.0
1706,p47_geocnn_r04,p47_vpcc_r02,1.0
1707,p47_geocnn_r04,p47_vpcc_r03,1.0
1708,p47_geocnn_r04,p47_vpcc_r04,0.0
1709,p47_geocnn_r04,p47_vpcc_r05,0.0
1710,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-predlift_r03,-1.0
1711,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-predlift_r04,-1.0
1712,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-predlift_r05,-1.0
1713,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-predlift_r06,-1.0
1714,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-raht_r02,0.0
1715,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-raht_r03,-1.0
1716,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-raht_r04,-1.0
1717,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-raht_r05,-1.0
1718,p47_gpcc-octree-predlift_r02,p47_gpcc-octree-raht_r06,-1.0
1719,p47_gpcc-octree-predlift_r02,p47_vpcc_r00,0.0
1720,p47_gpcc-octree-predlift_r02,p47_vpcc_r01,-1.0
1721,p47_gpcc-octree-predlift_r02,p47_vpcc_r02,-1.0
1722,p47_gpcc-octree-predlift_r02,p47_vpcc_r03,-1.0
1723,p47_gpcc-octree-predlift_r02,p47_vpcc_r04,-1.0
1724,p47_gpcc-octree-predlift_r02,p47_vpcc_r05,-1.0
1725,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-predlift_r04,-1.0
1726,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-predlift_r05,-1.0
1727,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-predlift_r06,-1.0
1728,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-raht_r02,1.0
1729,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-raht_r03,0.0
1730,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-raht_r04,-1.0
1731,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-raht_r05,-1.0
1732,p47_gpcc-octree-predlift_r03,p47_gpcc-octree-raht_r06,-1.0
1733,p47_gpcc-octree-predlift_r03,p47_vpcc_r00,1.0
1734,p47_gpcc-octree-predlift_r03,p47_vpcc_r01,1.0
1735,p47_gpcc-octree-predlift_r03,p47_vpcc_r02,0.0
1736,p47_gpcc-octree-predlift_r03,p47_vpcc_r03,-1.0
1737,p47_gpcc-octree-predlift_r03,p47_vpcc_r04,-1.0
1738,p47_gpcc-octree-predlift_r03,p47_vpcc_r05,-1.0
1739,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-predlift_r05,0.0
1740,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-predlift_r06,-1.0
1741,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-raht_r02,1.0
1742,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-raht_r03,1.0
1743,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-raht_r04,1.0
1744,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-raht_r05,0.0
1745,p47_gpcc-octree-predlift_r04,p47_gpcc-octree-raht_r06,-1.0
1746,p47_gpcc-octree-predlift_r04,p47_vpcc_r00,1.0
1747,p47_gpcc-octree-predlift_r04,p47_vpcc_r01,1.0
1748,p47_gpcc-octree-predlift_r04,p47_vpcc_r02,1.0
1749,p47_gpcc-octree-predlift_r04,p47_vpcc_r03,0.0
1750,p47_gpcc-octree-predlift_r04,p47_vpcc_r04,0.0
1751,p47_gpcc-octree-predlift_r04,p47_vpcc_r05,0.0
1752,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-predlift_r06,0.0
1753,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-raht_r02,1.0
1754,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-raht_r03,1.0
1755,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-raht_r04,1.0
1756,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-raht_r05,0.0
1757,p47_gpcc-octree-predlift_r05,p47_gpcc-octree-raht_r06,0.0
1758,p47_gpcc-octree-predlift_r05,p47_vpcc_r00,1.0
1759,p47_gpcc-octree-predlift_r05,p47_vpcc_r01,1.0
1760,p47_gpcc-octree-predlift_r05,p47_vpcc_r02,1.0
1761,p47_gpcc-octree-predlift_r05,p47_vpcc_r03,1.0
1762,p47_gpcc-octree-predlift_r05,p47_vpcc_r04,0.0
1763,p47_gpcc-octree-predlift_r05,p47_vpcc_r05,0.0
1764,p47_gpcc-octree-predlift_r06,p47_gpcc-octree-raht_r02,1.0
1765,p47_gpcc-octree-predlift_r06,p47_gpcc-octree-raht_r03,1.0
1766,p47_gpcc-octree-predlift_r06,p47_gpcc-octree-raht_r04,1.0
1767,p47_gpcc-octree-predlift_r06,p47_gpcc-octree-raht_r05,0.0
1768,p47_gpcc-octree-predlift_r06,p47_gpcc-octree-raht_r06,0.0
1769,p47_gpcc-octree-predlift_r06,p47_vpcc_r00,1.0
1770,p47_gpcc-octree-predlift_r06,p47_vpcc_r01,1.0
1771,p47_gpcc-octree-predlift_r06,p47_vpcc_r02,1.0
1772,p47_gpcc-octree-predlift_r06,p47_vpcc_r03,1.0
1773,p47_gpcc-octree-predlift_r06,p47_vpcc_r04,0.0
1774,p47_gpcc-octree-predlift_r06,p47_vpcc_r05,0.0
1775,p47_gpcc-octree-raht_r02,p47_gpcc-octree-raht_r03,-1.0
1776,p47_gpcc-octree-raht_r02,p47_gpcc-octree-raht_r04,-1.0
1777,p47_gpcc-octree-raht_r02,p47_gpcc-octree-raht_r05,-1.0
1778,p47_gpcc-octree-raht_r02,p47_gpcc-octree-raht_r06,-1.0
1779,p47_gpcc-octree-raht_r02,p47_vpcc_r00,0.0
1780,p47_gpcc-octree-raht_r02,p47_vpcc_r01,-1.0
1781,p47_gpcc-octree-raht_r02,p47_vpcc_r02,-1.0
1782,p47_gpcc-octree-raht_r02,p47_vpcc_r03,-1.0
1783,p47_gpcc-octree-raht_r02,p47_vpcc_r04,-1.0
1784,p47_gpcc-octree-raht_r02,p47_vpcc_r05,-1.0
1785,p47_gpcc-octree-raht_r03,p47_gpcc-octree-raht_r04,-1.0
1786,p47_gpcc-octree-raht_r03,p47_gpcc-octree-raht_r05,-1.0
1787,p47_gpcc-octree-raht_r03,p47_gpcc-octree-raht_r06,-1.0
1788,p47_gpcc-octree-raht_r03,p47_vpcc_r00,1.0
1789,p47_gpcc-octree-raht_r03,p47_vpcc_r01,0.0
1790,p47_gpcc-octree-raht_r03,p47_vpcc_r02,-1.0
1791,p47_gpcc-octree-raht_r03,p47_vpcc_r03,-1.0
1792,p47_gpcc-octree-raht_r03,p47_vpcc_r04,-1.0
1793,p47_gpcc-octree-raht_r03,p47_vpcc_r05,-1.0
1794,p47_gpcc-octree-raht_r04,p47_gpcc-octree-raht_r05,-1.0
1795,p47_gpcc-octree-raht_r04,p47_gpcc-octree-raht_r06,-1.0
1796,p47_gpcc-octree-raht_r04,p47_vpcc_r00,1.0
1797,p47_gpcc-octree-raht_r04,p47_vpcc_r01,1.0
1798,p47_gpcc-octree-raht_r04,p47_vpcc_r02,1.0
1799,p47_gpcc-octree-raht_r04,p47_vpcc_r03,0.0
1800,p47_gpcc-octree-raht_r04,p47_vpcc_r04,-1.0
1801,p47_gpcc-octree-raht_r04,p47_vpcc_r05,-1.0
1802,p47_gpcc-octree-raht_r05,p47_gpcc-octree-raht_r06,0.0
1803,p47_gpcc-octree-raht_r05,p47_vpcc_r00,1.0
1804,p47_gpcc-octree-raht_r05,p47_vpcc_r01,1.0
1805,p47_gpcc-octree-raht_r05,p47_vpcc_r02,1.0
1806,p47_gpcc-octree-raht_r05,p47_vpcc_r03,0.0
1807,p47_gpcc-octree-raht_r05,p47_vpcc_r04,0.0
1808,p47_gpcc-octree-raht_r05,p47_vpcc_r05,0.0
1809,p47_gpcc-octree-raht_r06,p47_vpcc_r00,1.0
1810,p47_gpcc-octree-raht_r06,p47_vpcc_r01,1.0
1811,p47_gpcc-octree-raht_r06,p47_vpcc_r02,1.0
1812,p47_gpcc-octree-raht_r06,p47_vpcc_r03,1.0
1813,p47_gpcc-octree-raht_r06,p47_vpcc_r04,0.0
1814,p47_gpcc-octree-raht_r06,p47_vpcc_r05,0.0
1815,p47_vpcc_r00,p47_vpcc_r01,-1.0
1816,p47_vpcc_r00,p47_vpcc_r02,-1.0
1817,p47_vpcc_r00,p47_vpcc_r03,-1.0
1818,p47_vpcc_r00,p47_vpcc_r04,-1.0
1819,p47_vpcc_r00,p47_vpcc_r05,-1.0
1820,p47_vpcc_r01,p47_vpcc_r02,-1.0
1821,p47_vpcc_r01,p47_vpcc_r03,-1.0
1822,p47_vpcc_r01,p47_vpcc_r04,-1.0
1823,p47_vpcc_r01,p47_vpcc_r05,-1.0
1824,p47_vpcc_r02,p47_vpcc_r03,-1.0
1825,p47_vpcc_r02,p47_vpcc_r04,-1.0
1826,p47_vpcc_r02,p47_vpcc_r05,-1.0
1827,p47_vpcc_r03,p47_vpcc_r04,-1.0
1828,p47_vpcc_r03,p47_vpcc_r05,-1.0
1829,p47_vpcc_r04,p47_vpcc_r05,0.0
1830,p57_geocnn_r01,p57_geocnn_r02,-1.0
1831,p57_geocnn_r01,p57_geocnn_r03,-1.0
1832,p57_geocnn_r01,p57_geocnn_r04,-1.0
1833,p57_geocnn_r01,p57_gpcc-octree-predlift_r02,1.0
1834,p57_geocnn_r01,p57_gpcc-octree-predlift_r03,0.0
1835,p57_geocnn_r01,p57_gpcc-octree-predlift_r04,-1.0
1836,p57_geocnn_r01,p57_gpcc-octree-predlift_r05,-1.0
1837,p57_geocnn_r01,p57_gpcc-octree-predlift_r06,-1.0
1838,p57_geocnn_r01,p57_gpcc-octree-raht_r02,1.0
1839,p57_geocnn_r01,p57_gpcc-octree-raht_r03,0.0
1840,p57_geocnn_r01,p57_gpcc-octree-raht_r04,-1.0
1841,p57_geocnn_r01,p57_gpcc-octree-raht_r05,-1.0
1842,p57_geocnn_r01,p57_gpcc-octree-raht_r06,-1.0
1843,p57_geocnn_r01,p57_vpcc_r00,1.0
1844,p57_geocnn_r01,p57_vpcc_r01,0.0
1845,p57_geocnn_r01,p57_vpcc_r02,-1.0
1846,p57_geocnn_r01,p57_vpcc_r03,-1.0
1847,p57_geocnn_r01,p57_vpcc_r04,-1.0
1848,p57_geocnn_r01,p57_vpcc_r05,-1.0
1849,p57_geocnn_r02,p57_geocnn_r03,-1.0
1850,p57_geocnn_r02,p57_geocnn_r04,0.0
1851,p57_geocnn_r02,p57_gpcc-octree-predlift_r02,1.0
1852,p57_geocnn_r02,p57_gpcc-octree-predlift_r03,1.0
1853,p57_geocnn_r02,p57_gpcc-octree-predlift_r04,0.0
1854,p57_geocnn_r02,p57_gpcc-octree-predlift_r05,-1.0
1855,p57_geocnn_r02,p57_gpcc-octree-predlift_r06,0.0
1856,p57_geocnn_r02,p57_gpcc-octree-raht_r02,1.0
1857,p57_geocnn_r02,p57_gpcc-octree-raht_r03,1.0
1858,p57_geocnn_r02,p57_gpcc-octree-raht_r04,0.0
1859,p57_geocnn_r02,p57_gpcc-octree-raht_r05,0.0
1860,p57_geocnn_r02,p57_gpcc-octree-raht_r06,0.0
1861,p57_geocnn_r02,p57_vpcc_r00,1.0
1862,p57_geocnn_r02,p57_vpcc_r01,1.0
1863,p57_geocnn_r02,p57_vpcc_r02,0.0
1864,p57_geocnn_r02,p57_vpcc_r03,0.0
1865,p57_geocnn_r02,p57_vpcc_r04,0.0
1866,p57_geocnn_r02,p57_vpcc_r05,0.0
1867,p57_geocnn_r03,p57_geocnn_r04,0.0
1868,p57_geocnn_r03,p57_gpcc-octree-predlift_r02,1.0
1869,p57_geocnn_r03,p57_gpcc-octree-predlift_r03,1.0
1870,p57_geocnn_r03,p57_gpcc-octree-predlift_r04,0.0
1871,p57_geocnn_r03,p57_gpcc-octree-predlift_r05,0.0
1872,p57_geocnn_r03,p57_gpcc-octree-predlift_r06,0.0
1873,p57_geocnn_r03,p57_gpcc-octree-raht_r02,1.0
1874,p57_geocnn_r03,p57_gpcc-octree-raht_r03,1.0
1875,p57_geocnn_r03,p57_gpcc-octree-raht_r04,0.0
1876,p57_geocnn_r03,p57_gpcc-octree-raht_r05,0.0
1877,p57_geocnn_r03,p57_gpcc-octree-raht_r06,0.0
1878,p57_geocnn_r03,p57_vpcc_r00,1.0
1879,p57_geocnn_r03,p57_vpcc_r01,1.0
1880,p57_geocnn_r03,p57_vpcc_r02,1.0
1881,p57_geocnn_r03,p57_vpcc_r03,0.0
1882,p57_geocnn_r03,p57_vpcc_r04,0.0
1883,p57_geocnn_r03,p57_vpcc_r05,0.0
1884,p57_geocnn_r04,p57_gpcc-octree-predlift_r02,1.0
1885,p57_geocnn_r04,p57_gpcc-octree-predlift_r03,1.0
1886,p57_geocnn_r04,p57_gpcc-octree-predlift_r04,0.0
1887,p57_geocnn_r04,p57_gpcc-octree-predlift_r05,0.0
1888,p57_geocnn_r04,p57_gpcc-octree-predlift_r06,0.0
1889,p57_geocnn_r04,p57_gpcc-octree-raht_r02,1.0
1890,p57_geocnn_r04,p57_gpcc-octree-raht_r03,1.0
1891,p57_geocnn_r04,p57_gpcc-octree-raht_r04,0.0
1892,p57_geocnn_r04,p57_gpcc-octree-raht_r05,0.0
1893,p57_geocnn_r04,p57_gpcc-octree-raht_r06,0.0
1894,p57_geocnn_r04,p57_vpcc_r00,1.0
1895,p57_geocnn_r04,p57_vpcc_r01,1.0
1896,p57_geocnn_r04,p57_vpcc_r02,0.0
1897,p57_geocnn_r04,p57_vpcc_r03,0.0
1898,p57_geocnn_r04,p57_vpcc_r04,0.0
1899,p57_geocnn_r04,p57_vpcc_r05,0.0
1900,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-predlift_r03,-1.0
1901,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-predlift_r04,-1.0
1902,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-predlift_r05,-1.0
1903,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-predlift_r06,-1.0
1904,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-raht_r02,0.0
1905,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-raht_r03,-1.0
1906,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-raht_r04,-1.0
1907,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-raht_r05,-1.0
1908,p57_gpcc-octree-predlift_r02,p57_gpcc-octree-raht_r06,-1.0
1909,p57_gpcc-octree-predlift_r02,p57_vpcc_r00,-1.0
1910,p57_gpcc-octree-predlift_r02,p57_vpcc_r01,-1.0
1911,p57_gpcc-octree-predlift_r02,p57_vpcc_r02,-1.0
1912,p57_gpcc-octree-predlift_r02,p57_vpcc_r03,-1.0
1913,p57_gpcc-octree-predlift_r02,p57_vpcc_r04,-1.0
1914,p57_gpcc-octree-predlift_r02,p57_vpcc_r05,-1.0
1915,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-predlift_r04,-1.0
1916,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-predlift_r05,-1.0
1917,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-predlift_r06,-1.0
1918,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-raht_r02,1.0
1919,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-raht_r03,0.0
1920,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-raht_r04,-1.0
1921,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-raht_r05,-1.0
1922,p57_gpcc-octree-predlift_r03,p57_gpcc-octree-raht_r06,-1.0
1923,p57_gpcc-octree-predlift_r03,p57_vpcc_r00,0.0
1924,p57_gpcc-octree-predlift_r03,p57_vpcc_r01,-1.0
1925,p57_gpcc-octree-predlift_r03,p57_vpcc_r02,-1.0
1926,p57_gpcc-octree-predlift_r03,p57_vpcc_r03,-1.0
1927,p57_gpcc-octree-predlift_r03,p57_vpcc_r04,-1.0
1928,p57_gpcc-octree-predlift_r03,p57_vpcc_r05,-1.0
1929,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-predlift_r05,0.0
1930,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-predlift_r06,0.0
1931,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-raht_r02,1.0
1932,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-raht_r03,1.0
1933,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-raht_r04,0.0
1934,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-raht_r05,0.0
1935,p57_gpcc-octree-predlift_r04,p57_gpcc-octree-raht_r06,0.0
1936,p57_gpcc-octree-predlift_r04,p57_vpcc_r00,1.0
1937,p57_gpcc-octree-predlift_r04,p57_vpcc_r01,1.0
1938,p57_gpcc-octree-predlift_r04,p57_vpcc_r02,0.0
1939,p57_gpcc-octree-predlift_r04,p57_vpcc_r03,0.0
1940,p57_gpcc-octree-predlift_r04,p57_vpcc_r04,0.0
1941,p57_gpcc-octree-predlift_r04,p57_vpcc_r05,0.0
1942,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-predlift_r06,0.0
1943,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-raht_r02,1.0
1944,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-raht_r03,1.0
1945,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-raht_r04,0.0
1946,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-raht_r05,0.0
1947,p57_gpcc-octree-predlift_r05,p57_gpcc-octree-raht_r06,0.0
1948,p57_gpcc-octree-predlift_r05,p57_vpcc_r00,1.0
1949,p57_gpcc-octree-predlift_r05,p57_vpcc_r01,1.0
1950,p57_gpcc-octree-predlift_r05,p57_vpcc_r02,0.0
1951,p57_gpcc-octree-predlift_r05,p57_vpcc_r03,0.0
1952,p57_gpcc-octree-predlift_r05,p57_vpcc_r04,0.0
1953,p57_gpcc-octree-predlift_r05,p57_vpcc_r05,0.0
1954,p57_gpcc-octree-predlift_r06,p57_gpcc-octree-raht_r02,1.0
1955,p57_gpcc-octree-predlift_r06,p57_gpcc-octree-raht_r03,1.0
1956,p57_gpcc-octree-predlift_r06,p57_gpcc-octree-raht_r04,0.0
1957,p57_gpcc-octree-predlift_r06,p57_gpcc-octree-raht_r05,0.0
1958,p57_gpcc-octree-predlift_r06,p57_gpcc-octree-raht_r06,0.0
1959,p57_gpcc-octree-predlift_r06,p57_vpcc_r00,1.0
1960,p57_gpcc-octree-predlift_r06,p57_vpcc_r01,1.0
1961,p57_gpcc-octree-predlift_r06,p57_vpcc_r02,0.0
1962,p57_gpcc-octree-predlift_r06,p57_vpcc_r03,0.0
1963,p57_gpcc-octree-predlift_r06,p57_vpcc_r04,0.0
1964,p57_gpcc-octree-predlift_r06,p57_vpcc_r05,0.0
1965,p57_gpcc-octree-raht_r02,p57_gpcc-octree-raht_r03,-1.0
1966,p57_gpcc-octree-raht_r02,p57_gpcc-octree-raht_r04,-1.0
1967,p57_gpcc-octree-raht_r02,p57_gpcc-octree-raht_r05,-1.0
